"","Title","ID","Gender","Identity","IQ","MedDept","Success"
"1175","262a0a87","b6166fd8","Female","No Dual",101,"20398",TRUE
"1176","8b9ce886","782bd50","Female","No Dual",92,"74627",TRUE
"1177","d26983d9","3ada9541","Female","No Dual",98,"24632",TRUE
"1178","efdbaa48","e95129de","Female","Public",108,"76501",TRUE
"1179","320ac76","c580238a","Female","Secret",107,"24632",TRUE
"1180","89ccff6e","1bd53857","Male","No Dual",93,"39943",TRUE
"1181","96fec7cd","ea891dc3","Male",NA,84,"13873",FALSE
"1182","ae4546ba","ffbda893","Male","No Dual",104,"23483",TRUE
"1183","f3b9170c","9ca69ab2","Female","Secret",89,"24632",TRUE
"1184","a77ec626","acb6b0be","Female","Secret",104,"69764",TRUE
"1185","fd4a0796","194d7cbf","Male","No Dual",94,"24632",TRUE
"1186","d47cf9f9","995287c","Female","No Dual",96,"76501",TRUE
"1187","6bb030c1","3fa23073","Female",NA,94,"69331",TRUE
"1188","36fa04fc","8d140eb3","Female","Secret",108,"19550",TRUE
"1189","1d605005","4ba5460a","Male",NA,101,"39943",TRUE
"1190","b57559b8","d1d58e88","Male","Secret",82,"96633",TRUE
"1191","8744bf43","58a6f3b7","Female",NA,104,"50588",TRUE
"1192","399ce521","a8c07796","Male","Secret",102,"24632",TRUE
"1193","2f9b02ee","50586f54","Male",NA,94,"73899",FALSE
"1194","6d0b1f28","25356d12","Female",NA,87,"19550",TRUE
"1195","b6b297","2f4b3a2b","Female","No Dual",93,"20439",TRUE
"1196","dbe3c711","60cea0c5","Male","Secret",108,"73899",TRUE
"1197","cd902f77","7b847c5","Female","No Dual",101,"20439",TRUE
"1198","cb72cd64","188d12af","Female","No Dual",99,"50842",TRUE
"1199","ed1484ea","f3aed5e2","Female","No Dual",96,"69764",TRUE
"1200","ae8041a1","6f5800f1","Male","Secret",102,"23483",TRUE
"1201","3f9fc745","27755ad","Male","Secret",95,"20398",TRUE
"1202","b787f468","8f601d72","Male","No Dual",98,"13873",TRUE
"1203","876659d8","77a7ae1b","Female","Secret",108,"73899",TRUE
"1204","a7e0c7ad","fadee00d","Male","No Dual",100,"19550",FALSE
"1205","db584322","6b329edc","Male","Secret",120,"13873",TRUE
"1206","db856af8","eb527976","Robot","Secret",94,"76501",TRUE
"1207","1dde387c","f133dcb5","Male","No Dual",103,"96035",TRUE
"1208","6cfb1e2c","99e0ba0b","Male",NA,95,"20398",TRUE
"1209","9c8f6419","629fba69","Male","No Dual",112,"11708",TRUE
"1210","29d055c9","6530764f","Male",NA,86,"54589",FALSE
"1211","f45e0584","aa556a34","Female","No Dual",108,"69764",TRUE
"1212","876401ad","e3ea448","Male","Secret",97,"20398",TRUE
"1213","b7cf79f1","cb3c4355","Female",NA,104,"50588",TRUE
"1214","cddd3a12","b1af99d5","Female","No Dual",93,"23483",TRUE
"1215","b24e27b4","b9fa2db8","Male","No Dual",78,"76501",TRUE
"1216","6b0eeb53","5b7ea40e","Female",NA,93,"50842",TRUE
"1217","880ffd16","4f866723","Male","Secret",86,"23483",TRUE
"1218","bcb7f1f4","3819d145","Male",NA,97,"11708",FALSE
"1219","7c761248","d99062cf","Male","Secret",96,"23483",TRUE
"1220","182d598b","bcfb7dbe","Female","Secret",121,"19550",TRUE
"1221","68700ac1","8fe1a84f","Female","No Dual",92,"11708",TRUE
"1222","32df93d6","93134326","Female","No Dual",112,"50842",TRUE
"1223","9122655a","4b5234ec","Male","No Dual",94,"74627",TRUE
"1224","862d80b2","4e90611a","Female","Secret",93,"24632",TRUE
"1225","75de250","1a2dd5bb","Female","Secret",91,"39943",TRUE
"1226","60c2940c","2549391e","Male","No Dual",99,"20398",FALSE
"1227","d5512d4e","a4a9acf3","Male","No Dual",123,"74627",TRUE
"1228","654899f4","adcea4fa","Male","Secret",113,"11708",TRUE
"1229","3fb4459c","4c103fa1","Female","No Dual",105,"54589",TRUE
"1230","d0bbd5d4","abfa795","Male","Public",120,"73899",TRUE
"1231","e6178121","69873e71","Male","Public",88,"54589",TRUE
"1232","ec739ced","2b466d20","Male","Secret",120,"86119",TRUE
"1233","ac48242","7be7c773","Male","Secret",101,"69331",TRUE
"1234","5c0c8674","e8d9aa8b","Male","No Dual",87,"11708",TRUE
"1235","5db7ebff","a7449c25","Male","Public",91,"96633",TRUE
"1236","a5d1d205","cf731a4a","Male","Public",104,"24632",TRUE
"1237","3bf9dea6","ecd24f4e","Male","Secret",80,"13873",TRUE
"1238","3112a5d7","75fe0c57","Male","Secret",106,"96633",TRUE
"1239","8c07719f","a0a45195","Male","Secret",89,"69331",TRUE
"1240","a84ad718","52ef4569","Male",NA,103,"50842",TRUE
"1241","9964246a","b32bc2d2","Male","Public",100,"39943",TRUE
"1242","8ba013a7","76749bb1","Male","No Dual",102,"96035",TRUE
"1243","ec448218","77d9948e","Male","Secret",91,"54589",TRUE
"1244","7078bcc0","7ffeff50","Female","No Dual",95,"96035",TRUE
"1245","54f9ba2a","464fb486","Male","Secret",107,"11708",FALSE
"1246","d25f3720","924753e3","Agender","Secret",90,"69331",TRUE
"1247","9c59b2ac","accd9724","Male","Secret",101,"96633",TRUE
"1248","eae44185","8e3f3d72","Male","Secret",95,"20398",TRUE
"1249","83da8183","c0fdd597","Male","Secret",85,"96035",TRUE
"1250","32b9e0cf","4c8ca000","Female","Public",85,"50842",TRUE
"1251","8a027f72","8637e292","Male",NA,76,"50842",TRUE
"1252","16290a36","33b1fd69","Male","Secret",102,"20398",TRUE
"1253","68057950","ad434dae","Male","Public",103,"19550",TRUE
"1254","674a1f55","5dbaaf27","Male","No Dual",91,"50842",TRUE
"1255","a31b0490","a664d7b5","Female","Secret",97,"96633",TRUE
"1256","cbdcf1f7","b1c5f7f2","Male","No Dual",102,"74627",TRUE
"1257","1fee9c92","76a49c6f","Male",NA,97,"39943",TRUE
"1258","69438ae0","199c3946","Female","Secret",96,"39943",TRUE
"1259","d1b522e7","dc23a888","Male","Secret",111,"74627",TRUE
"1260","d02644fd","1848f1b7","Male","Secret",102,"23483",TRUE
"1261","f562e892","ee3e2c29","Female","Secret",121,"50588",TRUE
"1262","3375877","7bdab7e9","Male",NA,94,"74627",TRUE
"1263","609ad0a0","3d3ab732","Male","Public",123,"96633",TRUE
"1264","2850c582","76732db2","Male","Public",114,"86119",TRUE
"1265","37532073","62a6880f","Male","Secret",94,"50842",TRUE
"1266","bade800","cb058baa","Male",NA,101,"54589",TRUE
"1267","7b999cdd","a329f2a5","Male",NA,89,"75835",FALSE
"1268","a103ea26","c0f00468","Female","Public",103,"86119",TRUE
"1269","8da5b63c","4d91f904","Male",NA,102,"75835",TRUE
"1270","218bf0fb","7b7ef6f2","Male","Public",101,"20439",TRUE
"1271","734e688e","99807dcb","Male",NA,107,"74627",TRUE
"1272","4136cd7a","793e39e2","Male",NA,87,"96035",TRUE
"1273","a5443ebe","6aaddd24","Male","Public",105,"24632",TRUE
"1274","d2e66161","e250ba38","Male","Public",111,"20398",TRUE
"1275","6c4e4e11","9f6c5ecd","Female",NA,107,"75835",FALSE
"1276","a2e14677","bddc6218","Male",NA,108,"50842",TRUE
"1277","e47dfe91","97165908","Male",NA,116,"11708",TRUE
"1278","362c29bc","9dab5adb","Male","No Dual",117,"76501",TRUE
"1279","28a65ab8","8965d163","Male",NA,97,"76501",TRUE
"1280","3b188c87","14239936","Male","Secret",106,"20439",FALSE
"1281","88e1587c","521f349f","Male",NA,104,"74627",TRUE
"1282","79b6e534","3cb409f","Male","Public",100,"23483",TRUE
"1283","397ffad6","8a138dfd","Female","No Dual",92,"23483",TRUE
"1284","e47fbfab","c9222067","Male","Public",91,"19550",TRUE
"1285","ed4f75e2","e6a36dd8","Male",NA,104,"50842",TRUE
"1286","387ada46","5676cac2","Male","Public",102,"86119",TRUE
"1287","392f87a2","6393c974","Male","Public",87,"24632",TRUE
"1288","78b32716","36df8f5d","Male",NA,117,"86119",TRUE
"1289","67c58ade","90c287d8","Female","Secret",100,"96035",TRUE
"1290","76bc5a5a","dd11f3e5","Male",NA,93,"13873",TRUE
"1291","3115f382","7e384280","Male",NA,90,"24632",TRUE
"1292","252d49ad","a9820602","Female",NA,97,"20439",FALSE
"1293","8fed1d1a","d589305e","Female","No Dual",111,"86119",TRUE
"1294","5de490b2","d555e560","Male","Secret",100,"96633",TRUE
"1295","dc982104","bf8d5da","Male","Secret",93,"69331",TRUE
"1296","b7a768d7","da4e75eb","Male",NA,108,"96633",TRUE
"1297","27b697d5","f814b3a7","Male","Secret",98,"19550",TRUE
"1298","a4b2eeaf","cb20c0bb","Male","Secret",93,"73899",TRUE
"1299","4e802b6","533e61c4","Male","No Dual",103,"19550",TRUE
"1300","a3f8d59d","24c1c3e9","Female",NA,92,"23483",TRUE
"1301","42772e38","8f077f93","Male","Secret",95,"39943",TRUE
"1302","f507f69a","1cd5fea7","Female","Secret",106,"50588",TRUE
"1303","efbdbd64","7c3cbe2d","Female",NA,91,"73899",TRUE
"1304","ae46a7a4","21adb76e","Male","Secret",90,"76501",TRUE
"1305","c48de9c8","a81b6211","Male","Secret",100,"76501",TRUE
"1306","ae8875de","170df5c0","Male",NA,95,"75835",TRUE
"1307","4c2af4b3","cde121b6","Male","Secret",104,"11708",TRUE
"1308","ebb699aa","bdbba9d0","Female",NA,119,"24632",TRUE
"1309","e2b383ca","393e2d7c","Male","Secret",101,"74627",FALSE
"1310","3a414e3f","751015d1","Male","Public",113,"54589",TRUE
"1311","8a10bdf5","82e43abc","Male","Secret",102,"73899",TRUE
"1312","c9608851","12c62a77","Male","Secret",96,"69764",TRUE
"1313","ddd4f099","b2009095","Male","Public",101,"20439",TRUE
"1314","8594d69b","a5e54e30","Male",NA,97,"19550",TRUE
"1315","51717ee7","63b8dc6d","Male","Public",100,"73899",TRUE
"1316","9096cbb1","e74d4710","Male","Secret",91,"76501",TRUE
"1317","7b013a8c","fab8167c","Male","No Dual",105,"69331",TRUE
"1318","a71a72f5","51cc87fe","Male","Secret",96,"76501",TRUE
"1319","de58354e","c981e76b","Male","Public",98,"20439",TRUE
"1320","674b7499","6f1ec606","Male","Public",108,"50842",TRUE
"1321","fdd13e17","bc0cac55","Male","Public",101,"24632",TRUE
"1322","35f184c5","e6ccf9f9","Male","No Dual",125,"74627",TRUE
"1323","991b12e4","8137651e","Male","No Dual",92,"13873",TRUE
"1324","57c4dc68","9d6dc87f","Male","Public",85,"96035",TRUE
"1325","7174591e","b3c3d9f1","Female","Secret",90,"11708",TRUE
"1326","aea72f81","d5a3d39d","Female",NA,112,"73899",TRUE
"1327","5817098e","2ca774d6","Male",NA,103,"20439",TRUE
"1328","21ed2b2f","a5063f06","Female",NA,112,"13873",TRUE
"1329","ca632849","8bf1c26c","Female","Public",97,"73899",TRUE
"1330","7e7a1dcd","475681be","Male","Public",99,"20439",TRUE
"1331","bae2441f","acb4a357","Female","Secret",93,"50842",TRUE
"1332","d528c7c1","b90fe9c2","Male",NA,98,"20439",TRUE
"1333","4406ea66","dfc56b32","Male","Public",106,"20439",TRUE
"1334","41f0dc30","9d09769d","Male","Secret",84,"39943",TRUE
"1335","ed515464","a35f7fc8","Male","Public",114,"54589",TRUE
"1336","dd749119","5685f836","Female","Secret",99,"74627",TRUE
"1337","4ceacd87","f82de5b7","Female","Public",112,"20439",FALSE
"1338","bfa18b0f","1c1dd91a","Female","Secret",109,"20398",FALSE
"1339","fdf697da","85e73d9b","Male","Secret",96,"23483",TRUE
"1340","3c2b1466","84e290a5","Male","Public",97,"73899",TRUE
"1341","a21bd614","6dd9cada","Male",NA,106,"73899",TRUE
"1342","fee06171","7ba9fd24","Female","No Dual",100,"69331",TRUE
"1343","60dafc95","ca7315fb","Male","Secret",105,"24632",TRUE
"1344","374a58fd","3e8950ce","Male","Public",79,"50842",TRUE
"1345","1bf2b81b","ee1cd17f","Male","Secret",95,"20398",FALSE
"1346","7a6ab12d","91019e0c","Male","No Dual",99,"86119",TRUE
"1347","e6a9fb9d","227d01a3","Male","Public",110,"54589",TRUE
"1348","48a54011","dc84cde7","Female","Secret",100,"69764",TRUE
"1349","dc9011aa","f7100c47","Male",NA,102,"19550",TRUE
"1350","7f24618e","e37b37a8","Female","Secret",95,"69331",TRUE
"1351","bfe28445","49424a44","Male","Secret",85,"13873",FALSE
"1352","a429dd47","3b35b844","Female","Secret",102,"19550",TRUE
"1353","2e9f4089","7cd4c7b","Male","Secret",115,"96035",TRUE
"1354","681124df","74105945","Male","Secret",96,"24632",TRUE
"1355","adf52bfc","55c0e3ba","Male","Secret",115,"20439",TRUE
"1356","91f81c70","37f1018","Male","Public",97,"39943",TRUE
"1357","15c1b954","fa9c43e2","Male","Secret",106,"39943",TRUE
"1358","311e2a9c","a4d7712b","Male","Known to Authorities",105,"69331",TRUE
"1359","5cd2512e","10467a7e","Male","Secret",129,"76501",TRUE
"1360","d47cd1c9","2b9d2233","Male","No Dual",105,"69331",FALSE
"1361","d627ef94","7771c30e","Male","Public",92,"50842",FALSE
"1362","fbc62df5","3f5d6348","Male","No Dual",97,"20439",TRUE
"1363","c54ae11e","551b0b76","Male","Secret",94,"20439",TRUE
"1364","366d9c6b","2370c060","Male","Public",110,"24632",TRUE
"1365","12c368b5","f6dff467","Male","Secret",88,"73899",TRUE
"1366","e14d8b98","aa208fe3","Male","Secret",90,"19550",TRUE
"1367","60fd5e07","6841fbed","Male","Secret",120,"11708",TRUE
"1368","46ee62e3","b1e7e567","Male","Public",93,"96633",TRUE
"1369","61aae302","83449650","Male","Secret",100,"20439",TRUE
"1370","9fa76ee2","ba49c28e","Female","Public",115,"96633",TRUE
"1371","468be6d0","580c1f19","Male","Secret",100,"39943",FALSE
"1372","d4663ae2","7f9150af","Male","Public",90,"11708",TRUE
"1373","9f1141fd","44ab7bb","Male","Public",99,"23483",FALSE
"1374","5c7192aa","da12531d","Male","Secret",98,"69764",TRUE
"1375","cec13877","449a3330","Male",NA,113,"73899",TRUE
"1376","97af79f8","4e2715e9","Male","Secret",102,"24632",TRUE
"1377","7a7074cc","5078b569","Male",NA,97,"96035",TRUE
"1378","79e473a8","36615c2f","Female","Secret",105,"50588",TRUE
"1379","b511f38","bf4c8ae0","Female","Secret",123,"74627",TRUE
"1380","237bdebb","1bdd4de8","Male","Secret",114,"23483",TRUE
"1381","fb23d018","37ab04d9","Male",NA,110,"96633",TRUE
"1382","7759969c","ea3d9193","Male",NA,99,"86119",TRUE
"1383","2635e9be","c3e70282","Male","Secret",102,"54589",TRUE
"1384","262f34d0","c6b3d5f","Male","Secret",115,"73899",TRUE
"1385","d4436ca","5482c370","Female",NA,90,"54589",TRUE
"1386","545f1775","27ea528f","Male","Public",89,"50588",TRUE
"1387","dbdc2e9a","bf2b0c4c","Male","No Dual",86,"69764",TRUE
"1388","29880245","da8e860a","Male",NA,83,"76501",TRUE
"1389","1834237b","471416d","Male","Secret",94,"96035",TRUE
"1390","a3b974ae","d4d1395c","Male","Public",101,"50842",TRUE
"1391","bc529bc6","b260a8f0","Male","Secret",97,"76501",FALSE
"1392","935a7403","b77e2fae","Male","Public",113,"24632",TRUE
"1393","7f4f9998","d813853d","Male","Public",82,"74627",TRUE
"1394","ff4ed989","45f843d8","Female","Secret",95,"24632",FALSE
"1395","7e4a2daf","107500ca","Male","No Dual",95,"74627",TRUE
"1396","ce389a87","c2dfc1f2","Male",NA,84,"39943",TRUE
"1397","a11aef95","81178ed9","Male",NA,95,"20439",FALSE
"1398","9bab865c","a78c4479","Male",NA,108,"50588",TRUE
"1399","5cd81124","686f6b28","Male","Secret",87,"96035",TRUE
"1400","a82711f9","b32c5035","Male","Secret",102,"54589",FALSE
"1401","1ef4b98d","7552100f","Female","Public",87,"69331",TRUE
"1402","213b8a3f","80edbd83","Male","Secret",87,"73899",TRUE
"1403","c19f3c2e","86796020","Female",NA,94,"50588",TRUE
"1404","36dc4e61","967cf4dc","Male","Public",99,"13873",TRUE
"1405","bc9838fc","44e2df59","Male","Public",97,"11708",TRUE
"1406","c2d6b660","e8fbf962","Male","Secret",94,"74627",TRUE
"1407","f0e736f7","dbdf4735","Male",NA,110,"86119",TRUE
"1408","cf13aff","4067187f","Male","Public",111,"19550",TRUE
"1409","ff638b06","8eb7afb1","Male","Public",99,"20439",TRUE
"1410","d47de55b","4c5f96b4","Male","Secret",96,"39943",TRUE
"1411","525c5847","8e375d97","Female","No Dual",98,"73899",TRUE
"1412","3dc648c8","198fdbf7","Male","Public",98,"20439",TRUE
"1413","424d7418","4628f4bf","Male","Secret",99,"75835",TRUE
"1414","4cb2016d","28d39bc9","Male","Secret",75,"19550",TRUE
"1415","29e7dac5","44b55f0b","Female","No Dual",92,"20398",TRUE
"1416","c53bfa78","61cd0a62","Male","Public",109,"96035",TRUE
"1417","817b2283","43361a25","Male","Secret",110,"75835",TRUE
"1418","e1c50999","43618509","Male","Secret",110,"19550",TRUE
"1419","440718fb","eafd9941","Male","Secret",103,"96633",TRUE
"1420","76ca6b11","3e1c7922","Male","Secret",107,"24632",TRUE
"1421","8392c4a0","ebfd4fe8","Male",NA,83,"75835",FALSE
"1422","d8155127","6fbb0865","Female","Public",99,"23483",TRUE
"1423","b852e48","44bc88","Female","Public",100,"50588",TRUE
"1424","87293d28","fa6b6788","Male","Public",109,"23483",TRUE
"1425","5c9687e5","96e6078a","Male","Secret",97,"73899",TRUE
"1426","5c8d3dfa","3daec711","Male",NA,103,"74627",TRUE
"1427","10776177","a01f9ad4","Female","No Dual",104,"50588",TRUE
"1428","b10262c7","f4a1cd7a","Male","Secret",108,"96035",FALSE
"1429","f3017543","52bc7e1a","Male",NA,111,"96035",FALSE
"1430","31b7aa94","175d59e8","Male",NA,82,"69331",TRUE
"1431","d09cb353","4377a896","Female",NA,97,"20439",TRUE
"1432","7be30d03","c81111d1","Male","Public",102,"69764",TRUE
"1433","5141d309","e0a98c58","Male",NA,79,"69331",TRUE
"1434","d1cb0544","ce90ccf9","Male","Secret",103,"86119",TRUE
"1435","bb895415","ddefcf39","Female","No Dual",97,"86119",FALSE
"1436","10c83230","52a266ec","Male","Secret",107,"24632",TRUE
"1437","9ba6101","2cbc0db1","Male",NA,97,"39943",TRUE
"1438","8c1cff20","719f0560","Female","Public",130,"20439",TRUE
"1439","e2e3ce51","7295c243","Male","Secret",109,"20439",TRUE
"1440","3cac8c23","ac55cc7","Female",NA,79,"76501",TRUE
"1441","a38a2ae0","d3708aee","Male","Public",109,"13873",TRUE
"1442","87c53c95","fd985dd3","Male","Public",96,"69764",TRUE
"1443","fccd97a7","dc3defd6","Male","No Dual",101,"24632",TRUE
"1444","4a0f9069","561c3c36","Male","Secret",106,"50588",TRUE
"1445","ff9a6c1b","9d60f21","Male","Secret",107,"54589",TRUE
"1446","51dcdc8b","bebc08b5","Female","No Dual",85,"69331",TRUE
"1447","c87e5d51","320d0632","Male","Secret",82,"50842",FALSE
"1448","df50e32c","edcf613","Male","Public",91,"73899",TRUE
"1449","b4521109","a641ab26","Female",NA,94,"86119",FALSE
"1450","e5525106","ecbbc6b4","Female","No Dual",97,"73899",TRUE
"1451","5eb3daea","65b8651d","Male","Public",105,"20439",TRUE
"1452","ee8d398c","46710e45","Male","No Dual",110,"20398",TRUE
"1453","53c7bead","6c91aeda","Male","Secret",105,"69331",TRUE
"1454","bed46c97","e5c8ecf1","Male","Public",116,"39943",TRUE
"1455","4541fd48","af43366a","Male","Public",103,"54589",TRUE
"1456","353d0f65","9da083e1","Male",NA,104,"11708",TRUE
"1457","efc93146","e4fefb96","Male","Public",98,"73899",TRUE
"1458","17532cb2","5f115bb2","Female","Secret",101,"73899",TRUE
"1459","837da14f","a0621468","Male","No Dual",98,"96633",TRUE
"1460","a09a55c1","72b6d9a9","Male","Public",93,"76501",TRUE
"1461","5566c095","2e02eac9","Male","No Dual",102,"20439",TRUE
"1462","896990aa","421e0144","Male","Public",104,"86119",TRUE
"1463","958eba2","ca9c7256","Female","Secret",118,"19550",TRUE
"1464","23da8d62","17ec3cd8","Male","Secret",113,"24632",TRUE
"1465","c0880da8","464cbcdc","Male","Public",97,"73899",TRUE
"1466","93279f68","cfb054a6","Male","Secret",102,"54589",TRUE
"1467","21f92c3","6af69cb4","Male","Secret",109,"86119",TRUE
"1468","22d968dd","1944230d","Male",NA,108,"54589",TRUE
"1469","988a785f","59f69648","Male","Secret",107,"50588",TRUE
"1470","f9549b51","3509edc6","Male","Secret",92,"19550",TRUE
"1471","384396b6","e4462baf","Male","Secret",85,"69331",FALSE
"1472","bfe6050b","9e682023","Male","Secret",98,"86119",TRUE
"1473","8784c953","bbe9eacf","Female",NA,104,"20398",FALSE
"1474","21d0c1b8","41f093e1","Male","Public",101,"54589",TRUE
"1475","c269d403","3a7640d0","Male","Secret",100,"76501",TRUE
"1476","9ad53ccd","864ba452","Male","Public",85,"75835",FALSE
"1477","1a83d368","32a5d8e9","Male","Decret",94,"20398",TRUE
"1478","b363f1da","c945ff5f","Female","Secret",113,"76501",TRUE
"1479","ac1b4ef8","97cd803e","Male","Public",94,"74627",TRUE
"1480","17d10175","586ca747","Male","Secret",94,"69331",TRUE
"1481","e6321c98","d0dc2dc5","Male","Public",112,"11708",TRUE
"1482","d131967a","cf6c28b1","Male",NA,85,"69764",TRUE
"1483","c2f80d46","a494c66f","Male","Public",100,"20398",TRUE
"1484","1bfa6b88","7382ba51","Male","Secret",99,"54589",FALSE
"1485","339d3747","8dc237c4","Male","No Dual",109,"96035",TRUE
"1486","92c20f65","d1ebda66","Male","Public",90,"75835",FALSE
"1487","d77ee627","d530d90c","Female","Secret",91,"75835",TRUE
"1488","7a46223c","9e27544b","Male","Public",99,"96633",TRUE
"1489","a9d793d7","74befae1","Male","No Dual",119,"50842",FALSE
"1490","c987cd10","972ab99","Male","Secret",93,"54589",TRUE
"1491","1e9c18ca","3e190489","Male","Secret",105,"73899",TRUE
"1492","48d30e08","e902b86","Male","Public",105,"24632",TRUE
"1493","cfa0e8d2","131034fa","Male","Public",104,"73899",TRUE
"1494","f72be168","c6cd8108","Female","Secret",128,"96633",TRUE
"1495","ce5b221d","dce84528","Male","Public",90,"19550",TRUE
"1496","a4afd9a4","598f90c1","Male",NA,94,"69764",TRUE
"1497","f022b7fe","21af6fe4","Male","Public",101,"96633",TRUE
"1498","e9b7396a","90ecc53c","Male",NA,94,"75835",TRUE
"1499","2e2d28d9","ebcb8b5e","Female","Secret",107,"50842",TRUE
"1500","60288689","2963386d","Female","Public",94,"75835",TRUE
"1501","4f4683f4","e23febc8","Female","Secret",114,"54589",TRUE
"1502","3fe6c773","52d33cc8","Female",NA,102,"69331",TRUE
"1503","f7619cb0","92771e45","Male","Public",118,"39943",TRUE
"1504","d3717c5f","3fa5024","Female","Secret",99,"96633",FALSE
"1505","d8d73e96","bf24e130","Female","Public",102,"13873",TRUE
"1506","aeb56fc9","a72fd83","Male","Public",100,"20439",TRUE
"1507","a911e16b","d5af54b5","Male","Secret",109,"50588",TRUE
"1508","6ee3dc02","5468e10","Male","Secret",115,"19550",TRUE
"1509","e0833acf","7082b149","Male","Secret",113,"73899",FALSE
"1510","de5bfef6","a439574","Female","Public",116,"69331",TRUE
"1511","2eff20fe","8d141067","Female","No Dual",116,"11708",TRUE
"1512","9295dad0","19616740","Male","Public",111,"11708",TRUE
"1513","f3e8b62d","b37aebe2","Male","Public",115,"54589",TRUE
"1514","35390dfb","b3ecbb3c","Male",NA,109,"50588",TRUE
"1515","154c6201","1207058","Female","Public",97,"23483",TRUE
"1516","961a303f","76654d49","Male","Secret",109,"73899",TRUE
"1517","6f69c3b1","c823c3bd","Male","Secret",90,"39943",TRUE
"1518","8015069c","346608d5","Male","Public",92,"13873",TRUE
"1519","41284505","e439e4d","Male","Secret",109,"39943",TRUE
"1520","12cd07f9","bf8a8097","Male",NA,103,"19550",TRUE
"1521","bea48741","96fb0238","Male","Public",92,"75835",TRUE
"1522","293be617","c530ba00","Male","Secret",97,"39943",TRUE
"1523","178acecc","b4abca4c","Female","Public",86,"69764",TRUE
"1524","c650ae83","1a2f3af7","Male",NA,85,"96633",TRUE
"1525","62e0f139","4fd6f23b","Male","Secret",107,"74627",FALSE
"1526","63427373","ce8f030d","Male","Public",103,"13873",TRUE
"1527","48495608","229c0e6a","Male",NA,109,"39943",TRUE
"1528","cc37574f","927648a","Male","Public",125,"96035",TRUE
"1529","51bb6234","c078b5d9","Male","Public",96,"39943",FALSE
"1530","538d59b","67051346","Male","No Dual",115,"69764",TRUE
"1531","36765376","7b82919f","Female",NA,123,"75835",TRUE
"1532","f5c9b3e4","b6336b43","Male","No Dual",89,"86119",TRUE
"1533","80fe8d76","b49a9a21","Male","Secret",120,"96633",TRUE
"1534","42c709e7","1adaf91b","Female","Secret",83,"69331",TRUE
"1535","f81ca37a","5c8f5385","Male","Public",99,"20398",TRUE
"1536","dccd6b77","90d68e68","Male","No Dual",104,"96035",TRUE
"1537","e4f31c57","aaf7a6ed","Male","Public",83,"24632",TRUE
"1538","242c539f","31a61846","Female","Secret",99,"96633",TRUE
"1539","3e5f650f","66fdcc50","Male","Secret",102,"50588",TRUE
"1540","2523ab69","c8fc190b","Male","No Dual",94,"69764",FALSE
"1541","61fccf9b","8f1433d9","Male",NA,109,"50842",TRUE
"1542","c371bdc3","1719ac1","Male","No Dual",91,"73899",TRUE
"1543","144bef6c","d8de44bc","Female","Secret",99,"19550",TRUE
"1544","fa254bf8","5b2915a6","Male","No Dual",90,"54589",TRUE
"1545","839d2921","c391041e","Female","Secret",86,"50842",TRUE
"1546","cf211790","7b55ed1d","Male","Public",98,"73899",TRUE
"1547","541f578c","4c7134cf","Male","Secret",114,"69764",TRUE
"1548","c416dbbc","4faf882c","Male","Public",101,"19550",TRUE
"1549","87745cf2","85ce845c","Male","Secret",94,"39943",TRUE
"1550","9205f5f9","5ab3ed24","Male","Secret",93,"74627",TRUE
"1551","4480c5fc","b49e5be6","Male","Known to Authorities",94,"39943",TRUE
"1552","f6d674c","d23249bb","Male","Public",109,"19550",TRUE
"1553","cc8e3fdf","84f7cafe","Male","Secret",83,"73899",TRUE
"1554","71cddfaa","b60cdbbb","Male","Secret",115,"23483",TRUE
"1555","f330d79e","e9f29770","Male","Secret",109,"73899",TRUE
"1556","20f5721b","10c89254","Female","Secret",98,"69764",TRUE
"1557","603ac5b1","8027927b","Male","Secret",109,"96633",TRUE
"1558","18b9b868","de790910","Male","Public",111,"50842",TRUE
"1559","6f8a8ea4","db81eb17","Male","Secret",106,"96633",TRUE
"1560","f3ca0647","6ed428e3","Male","Secret",95,"76501",TRUE
"1561","f1bea780","afd8bd2b","Male","Public",107,"20439",TRUE
"1562","3bea07a8","3277fb5c","Male","Secret",73,"23483",TRUE
"1563","8d63ff98","77d8e8","Male","Public",86,"75835",TRUE
"1564","38b663a8","a042295c","Male","Secret",96,"39943",TRUE
"1565","5f54f220","fb36b2c2","Male","Secret",94,"19550",TRUE
"1566","4f7b4372","207650a4","Male","Secret",111,"19550",FALSE
"1567","86cce258","3e740c26","Male","No Dual",108,"69331",TRUE
"1568","3d3490d4","5dfb4cca","Male","No Dual",95,"13873",TRUE
"1569","f10854ec","70c8333f","Male",NA,99,"96035",TRUE
"1570","d717f6a3","c5e57788","Female","Secret",115,"23483",TRUE
"1571","647e3d1f","6d80cfc1","Male","Secret",96,"13873",TRUE
"1572","f8cf1e92","f7e359c5","Male","No Dual",100,"24632",TRUE
"1573","c0652f6e","25a3e8f","Male","No Dual",94,"86119",TRUE
"1574","32d50e85","683c8446","Male","Secret",99,"50588",TRUE
"1575","a672316e","fc6f8602","Male","No Dual",104,"76501",TRUE
"1576","339d357c","c556ea40","Male","Secret",105,"75835",TRUE
"1577","ddedde6b","96068cf1","Male","Secret",118,"13873",FALSE
"1578","2efdbb02","b2ca21c6","Male",NA,83,"39943",TRUE
